"Datum","Standort","Parameter","Intervall","Einheit","Wert","Status"
"2026-01-17T11:00+0100","Zch_Schimmelstrasse","WVs","h1","m/s",1.01,"provisorisch"
"2026-01-17T11:00+0100","Zch_Schimmelstrasse","WVv","h1","m/s",0.83,"provisorisch"
"2026-01-17T11:00+0100","Zch_Schimmelstrasse","p","h1","hPa",970.36,"provisorisch"
"2026-01-17T11:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",85.86,"provisorisch"
"2026-01-17T11:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",18.25,"provisorisch"
"2026-01-17T11:00+0100","Zch_Stampfenbachstrasse","StrGlo","h1","W/m2",170.35,"provisorisch"
"2026-01-17T11:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",2.32,"provisorisch"
"2026-01-17T11:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",18.06,"provisorisch"
"2026-01-17T11:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",3.15,"provisorisch"
"2026-01-17T11:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",3.12,"provisorisch"
"2026-01-17T11:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",967.63,"provisorisch"
"2026-01-17T12:00+0100","Zch_Heubeeribüel","Hr","h1","%Hr",93.2,"provisorisch"
"2026-01-17T12:00+0100","Zch_Heubeeribüel","T","h1","°C",2.73,"provisorisch"
"2026-01-17T12:00+0100","Zch_Heubeeribüel","p","h1","hPa",946.76,"provisorisch"
"2026-01-17T12:00+0100","Zch_Rosengartenstrasse","Hr","h1","%Hr",86.46,"provisorisch"
"2026-01-17T12:00+0100","Zch_Rosengartenstrasse","RainDur","h1","min",0.0,"provisorisch"
"2026-01-17T12:00+0100","Zch_Rosengartenstrasse","T","h1","°C",2.87,"provisorisch"
"2026-01-17T12:00+0100","Zch_Rosengartenstrasse","WD","h1","°",188.24,"provisorisch"
"2026-01-17T12:00+0100","Zch_Rosengartenstrasse","WVs","h1","m/s",0.4,"provisorisch"
"2026-01-17T12:00+0100","Zch_Rosengartenstrasse","WVv","h1","m/s",0.07,"provisorisch"
"2026-01-17T12:00+0100","Zch_Rosengartenstrasse","p","h1","hPa",967.54,"provisorisch"
"2026-01-17T12:00+0100","Zch_Schimmelstrasse","Hr","h1","%Hr",87.93,"provisorisch"
"2026-01-17T12:00+0100","Zch_Schimmelstrasse","RainDur","h1","min",0.0,"provisorisch"
"2026-01-17T12:00+0100","Zch_Schimmelstrasse","T","h1","°C",3.64,"provisorisch"
"2026-01-17T12:00+0100","Zch_Schimmelstrasse","WD","h1","°",321.33,"provisorisch"
"2026-01-17T12:00+0100","Zch_Schimmelstrasse","WVs","h1","m/s",1.24,"provisorisch"
"2026-01-17T12:00+0100","Zch_Schimmelstrasse","WVv","h1","m/s",1.02,"provisorisch"
"2026-01-17T12:00+0100","Zch_Schimmelstrasse","p","h1","hPa",970.12,"provisorisch"
"2026-01-17T12:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",82.74,"provisorisch"
"2026-01-17T12:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",60.0,"provisorisch"
"2026-01-17T12:00+0100","Zch_Stampfenbachstrasse","StrGlo","h1","W/m2",189.18,"provisorisch"
"2026-01-17T12:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",3.36,"provisorisch"
"2026-01-17T12:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",12.93,"provisorisch"
"2026-01-17T12:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",2.76,"provisorisch"
"2026-01-17T12:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",2.71,"provisorisch"
"2026-01-17T12:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",967.42,"provisorisch"
"2026-01-17T13:00+0100","Zch_Heubeeribüel","Hr","h1","%Hr",93.64,"provisorisch"
"2026-01-17T13:00+0100","Zch_Heubeeribüel","T","h1","°C",2.78,"provisorisch"
"2026-01-17T13:00+0100","Zch_Heubeeribüel","p","h1","hPa",946.42,"provisorisch"
"2026-01-17T13:00+0100","Zch_Rosengartenstrasse","Hr","h1","%Hr",84.74,"provisorisch"
"2026-01-17T13:00+0100","Zch_Rosengartenstrasse","RainDur","h1","min",0.0,"provisorisch"
"2026-01-17T13:00+0100","Zch_Rosengartenstrasse","T","h1","°C",3.52,"provisorisch"
"2026-01-17T13:00+0100","Zch_Rosengartenstrasse","WD","h1","°",160.47,"provisorisch"
"2026-01-17T13:00+0100","Zch_Rosengartenstrasse","WVs","h1","m/s",0.42,"provisorisch"
"2026-01-17T13:00+0100","Zch_Rosengartenstrasse","WVv","h1","m/s",0.05,"provisorisch"
"2026-01-17T13:00+0100","Zch_Rosengartenstrasse","p","h1","hPa",967.09,"provisorisch"
"2026-01-17T13:00+0100","Zch_Schimmelstrasse","Hr","h1","%Hr",87.29,"provisorisch"
"2026-01-17T13:00+0100","Zch_Schimmelstrasse","RainDur","h1","min",0.0,"provisorisch"
"2026-01-17T13:00+0100","Zch_Schimmelstrasse","T","h1","°C",4.21,"provisorisch"
"2026-01-17T13:00+0100","Zch_Schimmelstrasse","WD","h1","°",315.51,"provisorisch"
"2026-01-17T13:00+0100","Zch_Schimmelstrasse","WVs","h1","m/s",1.25,"provisorisch"
"2026-01-17T13:00+0100","Zch_Schimmelstrasse","WVv","h1","m/s",1.19,"provisorisch"
"2026-01-17T13:00+0100","Zch_Schimmelstrasse","p","h1","hPa",969.68,"provisorisch"
"2026-01-17T13:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",82.21,"provisorisch"
"2026-01-17T13:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",60.0,"provisorisch"
"2026-01-17T13:00+0100","Zch_Stampfenbachstrasse","StrGlo","h1","W/m2",132.6,"provisorisch"
"2026-01-17T13:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",3.89,"provisorisch"
"2026-01-17T13:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",15.82,"provisorisch"
"2026-01-17T13:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",1.73,"provisorisch"
"2026-01-17T13:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",1.6,"provisorisch"
"2026-01-17T13:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",967.01,"provisorisch"
"2026-01-17T14:00+0100","Zch_Heubeeribüel","Hr","h1","%Hr",95.49,"provisorisch"
"2026-01-17T14:00+0100","Zch_Heubeeribüel","T","h1","°C",2.85,"provisorisch"
"2026-01-17T14:00+0100","Zch_Heubeeribüel","p","h1","hPa",946.45,"provisorisch"
"2026-01-17T14:00+0100","Zch_Rosengartenstrasse","Hr","h1","%Hr",83.38,"provisorisch"
"2026-01-17T14:00+0100","Zch_Rosengartenstrasse","RainDur","h1","min",0.0,"provisorisch"
"2026-01-17T14:00+0100","Zch_Rosengartenstrasse","T","h1","°C",3.86,"provisorisch"
"2026-01-17T14:00+0100","Zch_Rosengartenstrasse","WD","h1","°",85.3,"provisorisch"
"2026-01-17T14:00+0100","Zch_Rosengartenstrasse","WVs","h1","m/s",0.33,"provisorisch"
"2026-01-17T14:00+0100","Zch_Rosengartenstrasse","WVv","h1","m/s",0.13,"provisorisch"
"2026-01-17T14:00+0100","Zch_Rosengartenstrasse","p","h1","hPa",967.12,"provisorisch"
"2026-01-17T14:00+0100","Zch_Schimmelstrasse","Hr","h1","%Hr",86.64,"provisorisch"
"2026-01-17T14:00+0100","Zch_Schimmelstrasse","RainDur","h1","min",0.0,"provisorisch"
"2026-01-17T14:00+0100","Zch_Schimmelstrasse","T","h1","°C",4.48,"provisorisch"
"2026-01-17T14:00+0100","Zch_Schimmelstrasse","WD","h1","°",327.03,"provisorisch"
"2026-01-17T14:00+0100","Zch_Schimmelstrasse","WVs","h1","m/s",1.03,"provisorisch"
"2026-01-17T14:00+0100","Zch_Schimmelstrasse","WVv","h1","m/s",0.85,"provisorisch"
"2026-01-17T14:00+0100","Zch_Schimmelstrasse","p","h1","hPa",969.71,"provisorisch"
"2026-01-17T14:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",83.25,"provisorisch"
"2026-01-17T14:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",33.08,"provisorisch"
"2026-01-17T14:00+0100","Zch_Stampfenbachstrasse","StrGlo","h1","W/m2",99.24,"provisorisch"
"2026-01-17T14:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",4.01,"provisorisch"
"2026-01-17T14:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",2.65,"provisorisch"
"2026-01-17T14:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",1.47,"provisorisch"
"2026-01-17T14:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",1.4,"provisorisch"
"2026-01-17T14:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",967.05,"provisorisch"
"2026-01-17T15:00+0100","Zch_Heubeeribüel","Hr","h1","%Hr",97.01,"provisorisch"
"2026-01-17T15:00+0100","Zch_Heubeeribüel","T","h1","°C",2.84,"provisorisch"
"2026-01-17T15:00+0100","Zch_Heubeeribüel","p","h1","hPa",946.48,"provisorisch"
"2026-01-17T15:00+0100","Zch_Rosengartenstrasse","Hr","h1","%Hr",83.34,"provisorisch"
"2026-01-17T15:00+0100","Zch_Rosengartenstrasse","RainDur","h1","min",0.0,"provisorisch"
"2026-01-17T15:00+0100","Zch_Rosengartenstrasse","T","h1","°C",3.92,"provisorisch"
"2026-01-17T15:00+0100","Zch_Rosengartenstrasse","WD","h1","°",113.62,"provisorisch"
"2026-01-17T15:00+0100","Zch_Rosengartenstrasse","WVs","h1","m/s",0.28,"provisorisch"
"2026-01-17T15:00+0100","Zch_Rosengartenstrasse","WVv","h1","m/s",0.1,"provisorisch"
"2026-01-17T15:00+0100","Zch_Rosengartenstrasse","p","h1","hPa",967.14,"provisorisch"
"2026-01-17T15:00+0100","Zch_Schimmelstrasse","Hr","h1","%Hr",86.8,"provisorisch"
"2026-01-17T15:00+0100","Zch_Schimmelstrasse","RainDur","h1","min",0.0,"provisorisch"
"2026-01-17T15:00+0100","Zch_Schimmelstrasse","T","h1","°C",4.55,"provisorisch"
"2026-01-17T15:00+0100","Zch_Schimmelstrasse","WD","h1","°",321.45,"provisorisch"
"2026-01-17T15:00+0100","Zch_Schimmelstrasse","WVs","h1","m/s",0.85,"provisorisch"
"2026-01-17T15:00+0100","Zch_Schimmelstrasse","WVv","h1","m/s",0.69,"provisorisch"
"2026-01-17T15:00+0100","Zch_Schimmelstrasse","p","h1","hPa",969.73,"provisorisch"
"2026-01-17T15:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",82.64,"provisorisch"
"2026-01-17T15:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",0.0,"provisorisch"
"2026-01-17T15:00+0100","Zch_Stampfenbachstrasse","StrGlo","h1","W/m2",77.84,"provisorisch"
"2026-01-17T15:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",4.26,"provisorisch"
"2026-01-17T15:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",4.56,"provisorisch"
"2026-01-17T15:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",1.29,"provisorisch"
"2026-01-17T15:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",1.23,"provisorisch"
"2026-01-17T15:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",967.07,"provisorisch"
"2026-01-17T16:00+0100","Zch_Heubeeribüel","Hr","h1","%Hr",98.56,"provisorisch"
"2026-01-17T16:00+0100","Zch_Heubeeribüel","T","h1","°C",2.55,"provisorisch"
"2026-01-17T16:00+0100","Zch_Heubeeribüel","p","h1","hPa",946.63,"provisorisch"
"2026-01-17T16:00+0100","Zch_Rosengartenstrasse","Hr","h1","%Hr",83.66,"provisorisch"
"2026-01-17T16:00+0100","Zch_Rosengartenstrasse","RainDur","h1","min",0.0,"provisorisch"
"2026-01-17T16:00+0100","Zch_Rosengartenstrasse","T","h1","°C",3.95,"provisorisch"
"2026-01-17T16:00+0100","Zch_Rosengartenstrasse","WD","h1","°",86.81,"provisorisch"
"2026-01-17T16:00+0100","Zch_Rosengartenstrasse","WVs","h1","m/s",0.23,"provisorisch"
"2026-01-17T16:00+0100","Zch_Rosengartenstrasse","WVv","h1","m/s",0.19,"provisorisch"
"2026-01-17T16:00+0100","Zch_Rosengartenstrasse","p","h1","hPa",967.26,"provisorisch"
"2026-01-17T16:00+0100","Zch_Schimmelstrasse","Hr","h1","%Hr",85.18,"provisorisch"
"2026-01-17T16:00+0100","Zch_Schimmelstrasse","RainDur","h1","min",0.0,"provisorisch"
"2026-01-17T16:00+0100","Zch_Schimmelstrasse","T","h1","°C",4.92,"provisorisch"
"2026-01-17T16:00+0100","Zch_Schimmelstrasse","WD","h1","°",324.32,"provisorisch"
"2026-01-17T16:00+0100","Zch_Schimmelstrasse","WVs","h1","m/s",0.5,"provisorisch"
"2026-01-17T16:00+0100","Zch_Schimmelstrasse","WVv","h1","m/s",0.43,"provisorisch"
"2026-01-17T16:00+0100","Zch_Schimmelstrasse","p","h1","hPa",969.85,"provisorisch"
"2026-01-17T16:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",82.51,"provisorisch"
"2026-01-17T16:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",0.0,"provisorisch"
"2026-01-17T16:00+0100","Zch_Stampfenbachstrasse","StrGlo","h1","W/m2",25.42,"provisorisch"
"2026-01-17T16:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",4.32,"provisorisch"
"2026-01-17T16:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",5.71,"provisorisch"
"2026-01-17T16:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",1.07,"provisorisch"
"2026-01-17T16:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",1.01,"provisorisch"
"2026-01-17T16:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",967.2,"provisorisch"
"2026-01-17T17:00+0100","Zch_Heubeeribüel","Hr","h1","%Hr",99.77,"provisorisch"
"2026-01-17T17:00+0100","Zch_Heubeeribüel","T","h1","°C",2.07,"provisorisch"
"2026-01-17T17:00+0100","Zch_Heubeeribüel","p","h1","hPa",946.75,"provisorisch"
"2026-01-17T17:00+0100","Zch_Rosengartenstrasse","Hr","h1","%Hr",86.54,"provisorisch"
"2026-01-17T17:00+0100","Zch_Rosengartenstrasse","RainDur","h1","min",0.0,"provisorisch"
"2026-01-17T17:00+0100","Zch_Rosengartenstrasse","T","h1","°C",3.14,"provisorisch"
"2026-01-17T17:00+0100","Zch_Rosengartenstrasse","WD","h1","°",92.59,"provisorisch"
"2026-01-17T17:00+0100","Zch_Rosengartenstrasse","WVs","h1","m/s",0.32,"provisorisch"
"2026-01-17T17:00+0100","Zch_Rosengartenstrasse","WVv","h1","m/s",0.25,"provisorisch"
"2026-01-17T17:00+0100","Zch_Rosengartenstrasse","p","h1","hPa",967.38,"provisorisch"
"2026-01-17T17:00+0100","Zch_Schimmelstrasse","Hr","h1","%Hr",87.09,"provisorisch"
"2026-01-17T17:00+0100","Zch_Schimmelstrasse","RainDur","h1","min",0.0,"provisorisch"
"2026-01-17T17:00+0100","Zch_Schimmelstrasse","T","h1","°C",4.58,"provisorisch"
"2026-01-17T17:00+0100","Zch_Schimmelstrasse","WD","h1","°",324.59,"provisorisch"
"2026-01-17T17:00+0100","Zch_Schimmelstrasse","WVs","h1","m/s",0.47,"provisorisch"
"2026-01-17T17:00+0100","Zch_Schimmelstrasse","WVv","h1","m/s",0.32,"provisorisch"
"2026-01-17T17:00+0100","Zch_Schimmelstrasse","p","h1","hPa",969.97,"provisorisch"
"2026-01-17T17:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",84.9,"provisorisch"
"2026-01-17T17:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",0.0,"provisorisch"
"2026-01-17T17:00+0100","Zch_Stampfenbachstrasse","StrGlo","h1","W/m2",0.08,"provisorisch"
"2026-01-17T17:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",3.73,"provisorisch"
"2026-01-17T17:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",21.6,"provisorisch"
"2026-01-17T17:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",1.44,"provisorisch"
"2026-01-17T17:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",1.34,"provisorisch"
"2026-01-17T17:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",967.3,"provisorisch"
"2026-01-17T18:00+0100","Zch_Heubeeribüel","Hr","h1","%Hr",99.85,"provisorisch"
"2026-01-17T18:00+0100","Zch_Heubeeribüel","T","h1","°C",1.92,"provisorisch"
"2026-01-17T18:00+0100","Zch_Heubeeribüel","p","h1","hPa",946.91,"provisorisch"
"2026-01-17T18:00+0100","Zch_Rosengartenstrasse","Hr","h1","%Hr",89.09,"provisorisch"
"2026-01-17T18:00+0100","Zch_Rosengartenstrasse","RainDur","h1","min",0.0,"provisorisch"
"2026-01-17T18:00+0100","Zch_Rosengartenstrasse","T","h1","°C",2.46,"provisorisch"
"2026-01-17T18:00+0100","Zch_Rosengartenstrasse","WD","h1","°",77.9,"provisorisch"
"2026-01-17T18:00+0100","Zch_Rosengartenstrasse","WVs","h1","m/s",0.28,"provisorisch"
"2026-01-17T18:00+0100","Zch_Rosengartenstrasse","WVv","h1","m/s",0.18,"provisorisch"
"2026-01-17T18:00+0100","Zch_Rosengartenstrasse","p","h1","hPa",967.53,"provisorisch"
"2026-01-17T18:00+0100","Zch_Schimmelstrasse","Hr","h1","%Hr",89.15,"provisorisch"
"2026-01-17T18:00+0100","Zch_Schimmelstrasse","RainDur","h1","min",0.0,"provisorisch"
"2026-01-17T18:00+0100","Zch_Schimmelstrasse","T","h1","°C",4.02,"provisorisch"
"2026-01-17T18:00+0100","Zch_Schimmelstrasse","WD","h1","°",336.61,"provisorisch"
"2026-01-17T18:00+0100","Zch_Schimmelstrasse","WVs","h1","m/s",0.52,"provisorisch"
"2026-01-17T18:00+0100","Zch_Schimmelstrasse","WVv","h1","m/s",0.37,"provisorisch"
"2026-01-17T18:00+0100","Zch_Schimmelstrasse","p","h1","hPa",970.14,"provisorisch"
"2026-01-17T18:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",86.41,"provisorisch"
"2026-01-17T18:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",0.0,"provisorisch"
"2026-01-17T18:00+0100","Zch_Stampfenbachstrasse","StrGlo","h1","W/m2",0.02,"provisorisch"
"2026-01-17T18:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",3.21,"provisorisch"
"2026-01-17T18:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",32.84,"provisorisch"
"2026-01-17T18:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",1.53,"provisorisch"
"2026-01-17T18:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",1.48,"provisorisch"
"2026-01-17T18:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",967.46,"provisorisch"
"2026-01-17T19:00+0100","Zch_Heubeeribüel","Hr","h1","%Hr",99.97,"provisorisch"
"2026-01-17T19:00+0100","Zch_Heubeeribüel","T","h1","°C",1.45,"provisorisch"
"2026-01-17T19:00+0100","Zch_Heubeeribüel","p","h1","hPa",947.19,"provisorisch"
"2026-01-17T19:00+0100","Zch_Rosengartenstrasse","Hr","h1","%Hr",91.22,"provisorisch"
"2026-01-17T19:00+0100","Zch_Rosengartenstrasse","RainDur","h1","min",0.0,"provisorisch"
"2026-01-17T19:00+0100","Zch_Rosengartenstrasse","T","h1","°C",2.01,"provisorisch"
"2026-01-17T19:00+0100","Zch_Rosengartenstrasse","WD","h1","°",68.25,"provisorisch"
"2026-01-17T19:00+0100","Zch_Rosengartenstrasse","WVs","h1","m/s",0.31,"provisorisch"
"2026-01-17T19:00+0100","Zch_Rosengartenstrasse","WVv","h1","m/s",0.17,"provisorisch"
"2026-01-17T19:00+0100","Zch_Rosengartenstrasse","p","h1","hPa",967.82,"provisorisch"
"2026-01-17T19:00+0100","Zch_Schimmelstrasse","Hr","h1","%Hr",94.98,"provisorisch"
"2026-01-17T19:00+0100","Zch_Schimmelstrasse","RainDur","h1","min",0.0,"provisorisch"
"2026-01-17T19:00+0100","Zch_Schimmelstrasse","T","h1","°C",3.2,"provisorisch"
"2026-01-17T19:00+0100","Zch_Schimmelstrasse","WD","h1","°",177.95,"provisorisch"
"2026-01-17T19:00+0100","Zch_Schimmelstrasse","WVs","h1","m/s",0.48,"provisorisch"
"2026-01-17T19:00+0100","Zch_Schimmelstrasse","WVv","h1","m/s",0.01,"provisorisch"
"2026-01-17T19:00+0100","Zch_Schimmelstrasse","p","h1","hPa",970.42,"provisorisch"
"2026-01-17T19:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",87.94,"provisorisch"
"2026-01-17T19:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",0.0,"provisorisch"
"2026-01-17T19:00+0100","Zch_Stampfenbachstrasse","StrGlo","h1","W/m2",0.02,"provisorisch"
"2026-01-17T19:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",2.85,"provisorisch"
"2026-01-17T19:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",32.86,"provisorisch"
"2026-01-17T19:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",0.96,"provisorisch"
"2026-01-17T19:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",0.85,"provisorisch"
"2026-01-17T19:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",967.76,"provisorisch"
"2026-01-17T20:00+0100","Zch_Heubeeribüel","Hr","h1","%Hr",99.99,"provisorisch"
"2026-01-17T20:00+0100","Zch_Heubeeribüel","T","h1","°C",0.88,"provisorisch"
"2026-01-17T20:00+0100","Zch_Heubeeribüel","p","h1","hPa",947.12,"provisorisch"
"2026-01-17T20:00+0100","Zch_Rosengartenstrasse","Hr","h1","%Hr",91.37,"provisorisch"
"2026-01-17T20:00+0100","Zch_Rosengartenstrasse","RainDur","h1","min",0.0,"provisorisch"
"2026-01-17T20:00+0100","Zch_Rosengartenstrasse","T","h1","°C",1.79,"provisorisch"
"2026-01-17T20:00+0100","Zch_Rosengartenstrasse","WD","h1","°",154.18,"provisorisch"
"2026-01-17T20:00+0100","Zch_Rosengartenstrasse","WVs","h1","m/s",0.32,"provisorisch"
"2026-01-17T20:00+0100","Zch_Rosengartenstrasse","WVv","h1","m/s",0.05,"provisorisch"
"2026-01-17T20:00+0100","Zch_Rosengartenstrasse","p","h1","hPa",967.85,"provisorisch"
"2026-01-17T20:00+0100","Zch_Schimmelstrasse","Hr","h1","%Hr",97.98,"provisorisch"
"2026-01-17T20:00+0100","Zch_Schimmelstrasse","RainDur","h1","min",0.0,"provisorisch"
"2026-01-17T20:00+0100","Zch_Schimmelstrasse","T","h1","°C",2.45,"provisorisch"
"2026-01-17T20:00+0100","Zch_Schimmelstrasse","WD","h1","°",293.09,"provisorisch"
"2026-01-17T20:00+0100","Zch_Schimmelstrasse","WVs","h1","m/s",0.71,"provisorisch"
"2026-01-17T20:00+0100","Zch_Schimmelstrasse","WVv","h1","m/s",0.26,"provisorisch"
"2026-01-17T20:00+0100","Zch_Schimmelstrasse","p","h1","hPa",970.4,"provisorisch"
"2026-01-17T20:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",88.38,"provisorisch"
"2026-01-17T20:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",0.0,"provisorisch"
"2026-01-17T20:00+0100","Zch_Stampfenbachstrasse","StrGlo","h1","W/m2",0.01,"provisorisch"
"2026-01-17T20:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",2.55,"provisorisch"
"2026-01-17T20:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",3.18,"provisorisch"
"2026-01-17T20:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",1.23,"provisorisch"
"2026-01-17T20:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",1.18,"provisorisch"
"2026-01-17T20:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",967.75,"provisorisch"
"2026-01-17T21:00+0100","Zch_Heubeeribüel","Hr","h1","%Hr",99.99,"provisorisch"
"2026-01-17T21:00+0100","Zch_Heubeeribüel","T","h1","°C",0.17,"provisorisch"
"2026-01-17T21:00+0100","Zch_Heubeeribüel","p","h1","hPa",947.14,"provisorisch"
"2026-01-17T21:00+0100","Zch_Rosengartenstrasse","Hr","h1","%Hr",89.36,"provisorisch"
"2026-01-17T21:00+0100","Zch_Rosengartenstrasse","RainDur","h1","min",0.0,"provisorisch"
"2026-01-17T21:00+0100","Zch_Rosengartenstrasse","T","h1","°C",1.68,"provisorisch"
"2026-01-17T21:00+0100","Zch_Rosengartenstrasse","WD","h1","°",100.92,"provisorisch"
"2026-01-17T21:00+0100","Zch_Rosengartenstrasse","WVs","h1","m/s",0.35,"provisorisch"
"2026-01-17T21:00+0100","Zch_Rosengartenstrasse","WVv","h1","m/s",0.09,"provisorisch"
"2026-01-17T21:00+0100","Zch_Rosengartenstrasse","p","h1","hPa",967.92,"provisorisch"
"2026-01-17T21:00+0100","Zch_Schimmelstrasse","Hr","h1","%Hr",93.19,"provisorisch"
"2026-01-17T21:00+0100","Zch_Schimmelstrasse","RainDur","h1","min",0.0,"provisorisch"
"2026-01-17T21:00+0100","Zch_Schimmelstrasse","T","h1","°C",2.34,"provisorisch"
"2026-01-17T21:00+0100","Zch_Schimmelstrasse","WD","h1","°",314.39,"provisorisch"
"2026-01-17T21:00+0100","Zch_Schimmelstrasse","WVs","h1","m/s",1.77,"provisorisch"
"2026-01-17T21:00+0100","Zch_Schimmelstrasse","WVv","h1","m/s",1.74,"provisorisch"
"2026-01-17T21:00+0100","Zch_Schimmelstrasse","p","h1","hPa",970.5,"provisorisch"
"2026-01-17T21:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",87.5,"provisorisch"
"2026-01-17T21:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",0.0,"provisorisch"
"2026-01-17T21:00+0100","Zch_Stampfenbachstrasse","StrGlo","h1","W/m2",0.01,"provisorisch"
"2026-01-17T21:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",2.21,"provisorisch"
"2026-01-17T21:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",16.0,"provisorisch"
"2026-01-17T21:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",1.29,"provisorisch"
"2026-01-17T21:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",1.19,"provisorisch"
"2026-01-17T21:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",967.87,"provisorisch"
"2026-01-17T22:00+0100","Zch_Heubeeribüel","Hr","h1","%Hr",99.97,"provisorisch"
"2026-01-17T22:00+0100","Zch_Heubeeribüel","T","h1","°C",-0.93,"provisorisch"
"2026-01-17T22:00+0100","Zch_Heubeeribüel","p","h1","hPa",947.1,"provisorisch"
"2026-01-17T22:00+0100","Zch_Rosengartenstrasse","Hr","h1","%Hr",89.98,"provisorisch"
"2026-01-17T22:00+0100","Zch_Rosengartenstrasse","RainDur","h1","min",0.0,"provisorisch"
"2026-01-17T22:00+0100","Zch_Rosengartenstrasse","T","h1","°C",1.08,"provisorisch"
"2026-01-17T22:00+0100","Zch_Rosengartenstrasse","WD","h1","°",90.8,"provisorisch"
"2026-01-17T22:00+0100","Zch_Rosengartenstrasse","WVs","h1","m/s",0.5,"provisorisch"
