"Datum","Standort","Parameter","Intervall","Einheit","Wert","Status"
"2026-02-26T21:00+0100","Zch_Heubeeribüel","T","h1","°C",12.23,"provisorisch"
"2026-02-26T21:00+0100","Zch_Heubeeribüel","p","h1","hPa",953.68,"provisorisch"
"2026-02-26T21:00+0100","Zch_Rosengartenstrasse","Hr","h1","%Hr",65.5,"provisorisch"
"2026-02-26T21:00+0100","Zch_Rosengartenstrasse","RainDur","h1","min",0.0,"provisorisch"
"2026-02-26T21:00+0100","Zch_Rosengartenstrasse","T","h1","°C",11.33,"provisorisch"
"2026-02-26T21:00+0100","Zch_Rosengartenstrasse","WD","h1","°",291.52,"provisorisch"
"2026-02-26T21:00+0100","Zch_Rosengartenstrasse","WVs","h1","m/s",0.25,"provisorisch"
"2026-02-26T21:00+0100","Zch_Rosengartenstrasse","WVv","h1","m/s",0.12,"provisorisch"
"2026-02-26T21:00+0100","Zch_Rosengartenstrasse","p","h1","hPa",973.79,"provisorisch"
"2026-02-26T21:00+0100","Zch_Schimmelstrasse","Hr","h1","%Hr",77.09,"provisorisch"
"2026-02-26T21:00+0100","Zch_Schimmelstrasse","RainDur","h1","min",0.0,"provisorisch"
"2026-02-26T21:00+0100","Zch_Schimmelstrasse","T","h1","°C",10.42,"provisorisch"
"2026-02-26T21:00+0100","Zch_Schimmelstrasse","WD","h1","°",126.67,"provisorisch"
"2026-02-26T21:00+0100","Zch_Schimmelstrasse","WVs","h1","m/s",0.33,"provisorisch"
"2026-02-26T21:00+0100","Zch_Schimmelstrasse","WVv","h1","m/s",0.19,"provisorisch"
"2026-02-26T21:00+0100","Zch_Schimmelstrasse","p","h1","hPa",976.25,"provisorisch"
"2026-02-26T21:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",66.44,"provisorisch"
"2026-02-26T21:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",0.0,"provisorisch"
"2026-02-26T21:00+0100","Zch_Stampfenbachstrasse","StrGlo","h1","W/m2",0.02,"provisorisch"
"2026-02-26T21:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",11.39,"provisorisch"
"2026-02-26T21:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",157.13,"provisorisch"
"2026-02-26T21:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",1.37,"provisorisch"
"2026-02-26T21:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",1.27,"provisorisch"
"2026-02-26T21:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",973.67,"provisorisch"
"2026-02-26T22:00+0100","Zch_Heubeeribüel","Hr","h1","%Hr",55.86,"provisorisch"
"2026-02-26T22:00+0100","Zch_Heubeeribüel","T","h1","°C",11.75,"provisorisch"
"2026-02-26T22:00+0100","Zch_Heubeeribüel","p","h1","hPa",953.63,"provisorisch"
"2026-02-26T22:00+0100","Zch_Rosengartenstrasse","Hr","h1","%Hr",67.59,"provisorisch"
"2026-02-26T22:00+0100","Zch_Rosengartenstrasse","RainDur","h1","min",0.0,"provisorisch"
"2026-02-26T22:00+0100","Zch_Rosengartenstrasse","T","h1","°C",10.6,"provisorisch"
"2026-02-26T22:00+0100","Zch_Rosengartenstrasse","WD","h1","°",229.51,"provisorisch"
"2026-02-26T22:00+0100","Zch_Rosengartenstrasse","WVs","h1","m/s",0.2,"provisorisch"
"2026-02-26T22:00+0100","Zch_Rosengartenstrasse","WVv","h1","m/s",0.11,"provisorisch"
"2026-02-26T22:00+0100","Zch_Rosengartenstrasse","p","h1","hPa",973.77,"provisorisch"
"2026-02-26T22:00+0100","Zch_Schimmelstrasse","Hr","h1","%Hr",82.87,"provisorisch"
"2026-02-26T22:00+0100","Zch_Schimmelstrasse","RainDur","h1","min",0.0,"provisorisch"
"2026-02-26T22:00+0100","Zch_Schimmelstrasse","T","h1","°C",9.52,"provisorisch"
"2026-02-26T22:00+0100","Zch_Schimmelstrasse","WD","h1","°",139.62,"provisorisch"
"2026-02-26T22:00+0100","Zch_Schimmelstrasse","WVs","h1","m/s",0.43,"provisorisch"
"2026-02-26T22:00+0100","Zch_Schimmelstrasse","WVv","h1","m/s",0.41,"provisorisch"
"2026-02-26T22:00+0100","Zch_Schimmelstrasse","p","h1","hPa",976.25,"provisorisch"
"2026-02-26T22:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",69.22,"provisorisch"
"2026-02-26T22:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",0.0,"provisorisch"
"2026-02-26T22:00+0100","Zch_Stampfenbachstrasse","StrGlo","h1","W/m2",0.01,"provisorisch"
"2026-02-26T22:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",10.5,"provisorisch"
"2026-02-26T22:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",216.07,"provisorisch"
"2026-02-26T22:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",0.64,"provisorisch"
"2026-02-26T22:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",0.43,"provisorisch"
"2026-02-26T22:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",973.67,"provisorisch"
"2026-02-26T23:00+0100","Zch_Heubeeribüel","Hr","h1","%Hr",59.12,"provisorisch"
"2026-02-26T23:00+0100","Zch_Heubeeribüel","T","h1","°C",10.7,"provisorisch"
"2026-02-26T23:00+0100","Zch_Heubeeribüel","p","h1","hPa",953.41,"provisorisch"
"2026-02-26T23:00+0100","Zch_Rosengartenstrasse","Hr","h1","%Hr",73.48,"provisorisch"
"2026-02-26T23:00+0100","Zch_Rosengartenstrasse","RainDur","h1","min",0.0,"provisorisch"
"2026-02-26T23:00+0100","Zch_Rosengartenstrasse","T","h1","°C",9.33,"provisorisch"
"2026-02-26T23:00+0100","Zch_Rosengartenstrasse","WD","h1","°",271.52,"provisorisch"
"2026-02-26T23:00+0100","Zch_Rosengartenstrasse","WVs","h1","m/s",0.21,"provisorisch"
"2026-02-26T23:00+0100","Zch_Rosengartenstrasse","WVv","h1","m/s",0.13,"provisorisch"
"2026-02-26T23:00+0100","Zch_Rosengartenstrasse","p","h1","hPa",973.6,"provisorisch"
"2026-02-26T23:00+0100","Zch_Schimmelstrasse","Hr","h1","%Hr",85.15,"provisorisch"
"2026-02-26T23:00+0100","Zch_Schimmelstrasse","RainDur","h1","min",0.0,"provisorisch"
"2026-02-26T23:00+0100","Zch_Schimmelstrasse","T","h1","°C",8.78,"provisorisch"
"2026-02-26T23:00+0100","Zch_Schimmelstrasse","WD","h1","°",135.79,"provisorisch"
"2026-02-26T23:00+0100","Zch_Schimmelstrasse","WVs","h1","m/s",0.39,"provisorisch"
"2026-02-26T23:00+0100","Zch_Schimmelstrasse","WVv","h1","m/s",0.35,"provisorisch"
"2026-02-26T23:00+0100","Zch_Schimmelstrasse","p","h1","hPa",976.08,"provisorisch"
"2026-02-26T23:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",75.12,"provisorisch"
"2026-02-26T23:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",0.0,"provisorisch"
"2026-02-26T23:00+0100","Zch_Stampfenbachstrasse","StrGlo","h1","W/m2",0.01,"provisorisch"
"2026-02-26T23:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",9.49,"provisorisch"
"2026-02-26T23:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",209.12,"provisorisch"
"2026-02-26T23:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",0.65,"provisorisch"
"2026-02-26T23:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",0.48,"provisorisch"
"2026-02-26T23:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",973.48,"provisorisch"
"2026-02-27T00:00+0100","Zch_Heubeeribüel","Hr","h1","%Hr",60.65,"provisorisch"
"2026-02-27T00:00+0100","Zch_Heubeeribüel","T","h1","°C",10.09,"provisorisch"
"2026-02-27T00:00+0100","Zch_Heubeeribüel","p","h1","hPa",953.25,"provisorisch"
"2026-02-27T00:00+0100","Zch_Rosengartenstrasse","Hr","h1","%Hr",77.68,"provisorisch"
"2026-02-27T00:00+0100","Zch_Rosengartenstrasse","RainDur","h1","min",0.0,"provisorisch"
"2026-02-27T00:00+0100","Zch_Rosengartenstrasse","T","h1","°C",8.5,"provisorisch"
"2026-02-27T00:00+0100","Zch_Rosengartenstrasse","WD","h1","°",274.81,"provisorisch"
"2026-02-27T00:00+0100","Zch_Rosengartenstrasse","WVs","h1","m/s",0.18,"provisorisch"
"2026-02-27T00:00+0100","Zch_Rosengartenstrasse","WVv","h1","m/s",0.01,"provisorisch"
"2026-02-27T00:00+0100","Zch_Rosengartenstrasse","p","h1","hPa",973.46,"provisorisch"
"2026-02-27T00:00+0100","Zch_Schimmelstrasse","Hr","h1","%Hr",87.16,"provisorisch"
"2026-02-27T00:00+0100","Zch_Schimmelstrasse","RainDur","h1","min",0.0,"provisorisch"
"2026-02-27T00:00+0100","Zch_Schimmelstrasse","T","h1","°C",7.99,"provisorisch"
"2026-02-27T00:00+0100","Zch_Schimmelstrasse","WD","h1","°",130.34,"provisorisch"
"2026-02-27T00:00+0100","Zch_Schimmelstrasse","WVs","h1","m/s",0.41,"provisorisch"
"2026-02-27T00:00+0100","Zch_Schimmelstrasse","WVv","h1","m/s",0.39,"provisorisch"
"2026-02-27T00:00+0100","Zch_Schimmelstrasse","p","h1","hPa",975.95,"provisorisch"
"2026-02-27T00:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",77.48,"provisorisch"
"2026-02-27T00:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",0.0,"provisorisch"
"2026-02-27T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","h1","W/m2",0.02,"provisorisch"
"2026-02-27T00:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",8.84,"provisorisch"
"2026-02-27T00:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",326.17,"provisorisch"
"2026-02-27T00:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",0.42,"provisorisch"
"2026-02-27T00:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",0.14,"provisorisch"
"2026-02-27T00:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",973.38,"provisorisch"
"2026-02-27T01:00+0100","Zch_Heubeeribüel","Hr","h1","%Hr",68.64,"provisorisch"
"2026-02-27T01:00+0100","Zch_Heubeeribüel","T","h1","°C",8.69,"provisorisch"
"2026-02-27T01:00+0100","Zch_Heubeeribüel","p","h1","hPa",953.0,"provisorisch"
"2026-02-27T01:00+0100","Zch_Rosengartenstrasse","Hr","h1","%Hr",80.92,"provisorisch"
"2026-02-27T01:00+0100","Zch_Rosengartenstrasse","RainDur","h1","min",0.0,"provisorisch"
"2026-02-27T01:00+0100","Zch_Rosengartenstrasse","T","h1","°C",7.55,"provisorisch"
"2026-02-27T01:00+0100","Zch_Rosengartenstrasse","WD","h1","°",177.7,"provisorisch"
"2026-02-27T01:00+0100","Zch_Rosengartenstrasse","WVs","h1","m/s",0.15,"provisorisch"
"2026-02-27T01:00+0100","Zch_Rosengartenstrasse","WVv","h1","m/s",0.01,"provisorisch"
"2026-02-27T01:00+0100","Zch_Rosengartenstrasse","p","h1","hPa",973.24,"provisorisch"
"2026-02-27T01:00+0100","Zch_Schimmelstrasse","Hr","h1","%Hr",87.96,"provisorisch"
"2026-02-27T01:00+0100","Zch_Schimmelstrasse","RainDur","h1","min",0.0,"provisorisch"
"2026-02-27T01:00+0100","Zch_Schimmelstrasse","T","h1","°C",7.22,"provisorisch"
"2026-02-27T01:00+0100","Zch_Schimmelstrasse","WD","h1","°",130.95,"provisorisch"
"2026-02-27T01:00+0100","Zch_Schimmelstrasse","WVs","h1","m/s",0.39,"provisorisch"
"2026-02-27T01:00+0100","Zch_Schimmelstrasse","WVv","h1","m/s",0.36,"provisorisch"
"2026-02-27T01:00+0100","Zch_Schimmelstrasse","p","h1","hPa",975.74,"provisorisch"
"2026-02-27T01:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",79.47,"provisorisch"
"2026-02-27T01:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",0.0,"provisorisch"
"2026-02-27T01:00+0100","Zch_Stampfenbachstrasse","StrGlo","h1","W/m2",0.01,"provisorisch"
"2026-02-27T01:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",8.1,"provisorisch"
"2026-02-27T01:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",192.82,"provisorisch"
"2026-02-27T01:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",0.58,"provisorisch"
"2026-02-27T01:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",0.52,"provisorisch"
"2026-02-27T01:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",973.16,"provisorisch"
"2026-02-27T02:00+0100","Zch_Heubeeribüel","Hr","h1","%Hr",62.15,"provisorisch"
"2026-02-27T02:00+0100","Zch_Heubeeribüel","T","h1","°C",9.72,"provisorisch"
"2026-02-27T02:00+0100","Zch_Heubeeribüel","p","h1","hPa",952.73,"provisorisch"
"2026-02-27T02:00+0100","Zch_Rosengartenstrasse","Hr","h1","%Hr",82.64,"provisorisch"
"2026-02-27T02:00+0100","Zch_Rosengartenstrasse","RainDur","h1","min",0.0,"provisorisch"
"2026-02-27T02:00+0100","Zch_Rosengartenstrasse","T","h1","°C",7.25,"provisorisch"
"2026-02-27T02:00+0100","Zch_Rosengartenstrasse","WD","h1","°",277.02,"provisorisch"
"2026-02-27T02:00+0100","Zch_Rosengartenstrasse","WVs","h1","m/s",0.15,"provisorisch"
"2026-02-27T02:00+0100","Zch_Rosengartenstrasse","WVv","h1","m/s",0.1,"provisorisch"
"2026-02-27T02:00+0100","Zch_Rosengartenstrasse","p","h1","hPa",972.96,"provisorisch"
"2026-02-27T02:00+0100","Zch_Schimmelstrasse","Hr","h1","%Hr",87.68,"provisorisch"
"2026-02-27T02:00+0100","Zch_Schimmelstrasse","RainDur","h1","min",0.0,"provisorisch"
"2026-02-27T02:00+0100","Zch_Schimmelstrasse","T","h1","°C",6.63,"provisorisch"
"2026-02-27T02:00+0100","Zch_Schimmelstrasse","WD","h1","°",117.41,"provisorisch"
"2026-02-27T02:00+0100","Zch_Schimmelstrasse","WVs","h1","m/s",0.38,"provisorisch"
"2026-02-27T02:00+0100","Zch_Schimmelstrasse","WVv","h1","m/s",0.29,"provisorisch"
"2026-02-27T02:00+0100","Zch_Schimmelstrasse","p","h1","hPa",975.47,"provisorisch"
"2026-02-27T02:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",80.03,"provisorisch"
"2026-02-27T02:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",0.0,"provisorisch"
"2026-02-27T02:00+0100","Zch_Stampfenbachstrasse","StrGlo","h1","W/m2",0.01,"provisorisch"
"2026-02-27T02:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",7.6,"provisorisch"
"2026-02-27T02:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",186.63,"provisorisch"
"2026-02-27T02:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",0.65,"provisorisch"
"2026-02-27T02:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",0.62,"provisorisch"
"2026-02-27T02:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",972.86,"provisorisch"
"2026-02-27T03:00+0100","Zch_Heubeeribüel","Hr","h1","%Hr",65.99,"provisorisch"
"2026-02-27T03:00+0100","Zch_Heubeeribüel","T","h1","°C",8.6,"provisorisch"
"2026-02-27T03:00+0100","Zch_Heubeeribüel","p","h1","hPa",952.4,"provisorisch"
"2026-02-27T03:00+0100","Zch_Rosengartenstrasse","Hr","h1","%Hr",84.59,"provisorisch"
"2026-02-27T03:00+0100","Zch_Rosengartenstrasse","RainDur","h1","min",0.0,"provisorisch"
"2026-02-27T03:00+0100","Zch_Rosengartenstrasse","T","h1","°C",6.64,"provisorisch"
"2026-02-27T03:00+0100","Zch_Rosengartenstrasse","WD","h1","°",146.85,"provisorisch"
"2026-02-27T03:00+0100","Zch_Rosengartenstrasse","WVs","h1","m/s",0.15,"provisorisch"
"2026-02-27T03:00+0100","Zch_Rosengartenstrasse","WVv","h1","m/s",0.04,"provisorisch"
"2026-02-27T03:00+0100","Zch_Rosengartenstrasse","p","h1","hPa",972.72,"provisorisch"
"2026-02-27T03:00+0100","Zch_Schimmelstrasse","Hr","h1","%Hr",88.17,"provisorisch"
"2026-02-27T03:00+0100","Zch_Schimmelstrasse","RainDur","h1","min",0.0,"provisorisch"
"2026-02-27T03:00+0100","Zch_Schimmelstrasse","T","h1","°C",6.3,"provisorisch"
"2026-02-27T03:00+0100","Zch_Schimmelstrasse","WD","h1","°",100.66,"provisorisch"
"2026-02-27T03:00+0100","Zch_Schimmelstrasse","WVs","h1","m/s",0.29,"provisorisch"
"2026-02-27T03:00+0100","Zch_Schimmelstrasse","WVv","h1","m/s",0.21,"provisorisch"
"2026-02-27T03:00+0100","Zch_Schimmelstrasse","p","h1","hPa",975.23,"provisorisch"
"2026-02-27T03:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",79.79,"provisorisch"
"2026-02-27T03:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",0.0,"provisorisch"
"2026-02-27T03:00+0100","Zch_Stampfenbachstrasse","StrGlo","h1","W/m2",0.01,"provisorisch"
"2026-02-27T03:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",7.08,"provisorisch"
"2026-02-27T03:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",206.96,"provisorisch"
"2026-02-27T03:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",0.37,"provisorisch"
"2026-02-27T03:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",0.25,"provisorisch"
"2026-02-27T03:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",972.6,"provisorisch"
"2026-02-27T04:00+0100","Zch_Heubeeribüel","Hr","h1","%Hr",67.71,"provisorisch"
"2026-02-27T04:00+0100","Zch_Heubeeribüel","T","h1","°C",7.78,"provisorisch"
"2026-02-27T04:00+0100","Zch_Heubeeribüel","p","h1","hPa",952.38,"provisorisch"
"2026-02-27T04:00+0100","Zch_Rosengartenstrasse","Hr","h1","%Hr",84.86,"provisorisch"
"2026-02-27T04:00+0100","Zch_Rosengartenstrasse","RainDur","h1","min",0.0,"provisorisch"
"2026-02-27T04:00+0100","Zch_Rosengartenstrasse","T","h1","°C",6.25,"provisorisch"
"2026-02-27T04:00+0100","Zch_Rosengartenstrasse","WD","h1","°",225.51,"provisorisch"
"2026-02-27T04:00+0100","Zch_Rosengartenstrasse","WVs","h1","m/s",0.19,"provisorisch"
"2026-02-27T04:00+0100","Zch_Rosengartenstrasse","WVv","h1","m/s",0.08,"provisorisch"
"2026-02-27T04:00+0100","Zch_Rosengartenstrasse","p","h1","hPa",972.74,"provisorisch"
"2026-02-27T04:00+0100","Zch_Schimmelstrasse","Hr","h1","%Hr",89.75,"provisorisch"
"2026-02-27T04:00+0100","Zch_Schimmelstrasse","RainDur","h1","min",0.0,"provisorisch"
"2026-02-27T04:00+0100","Zch_Schimmelstrasse","T","h1","°C",6.07,"provisorisch"
"2026-02-27T04:00+0100","Zch_Schimmelstrasse","WD","h1","°",121.49,"provisorisch"
"2026-02-27T04:00+0100","Zch_Schimmelstrasse","WVs","h1","m/s",0.37,"provisorisch"
"2026-02-27T04:00+0100","Zch_Schimmelstrasse","WVv","h1","m/s",0.3,"provisorisch"
"2026-02-27T04:00+0100","Zch_Schimmelstrasse","p","h1","hPa",975.25,"provisorisch"
"2026-02-27T04:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",80.64,"provisorisch"
"2026-02-27T04:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",0.0,"provisorisch"
"2026-02-27T04:00+0100","Zch_Stampfenbachstrasse","StrGlo","h1","W/m2",0.01,"provisorisch"
"2026-02-27T04:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",6.82,"provisorisch"
"2026-02-27T04:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",220.6,"provisorisch"
"2026-02-27T04:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",0.45,"provisorisch"
"2026-02-27T04:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",0.3,"provisorisch"
"2026-02-27T04:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",972.63,"provisorisch"
"2026-02-27T05:00+0100","Zch_Heubeeribüel","Hr","h1","%Hr",65.58,"provisorisch"
"2026-02-27T05:00+0100","Zch_Heubeeribüel","T","h1","°C",7.66,"provisorisch"
"2026-02-27T05:00+0100","Zch_Heubeeribüel","p","h1","hPa",952.27,"provisorisch"
"2026-02-27T05:00+0100","Zch_Rosengartenstrasse","Hr","h1","%Hr",85.16,"provisorisch"
"2026-02-27T05:00+0100","Zch_Rosengartenstrasse","RainDur","h1","min",0.0,"provisorisch"
"2026-02-27T05:00+0100","Zch_Rosengartenstrasse","T","h1","°C",6.04,"provisorisch"
"2026-02-27T05:00+0100","Zch_Rosengartenstrasse","WD","h1","°",218.91,"provisorisch"
"2026-02-27T05:00+0100","Zch_Rosengartenstrasse","WVs","h1","m/s",0.34,"provisorisch"
"2026-02-27T05:00+0100","Zch_Rosengartenstrasse","WVv","h1","m/s",0.2,"provisorisch"
"2026-02-27T05:00+0100","Zch_Rosengartenstrasse","p","h1","hPa",972.66,"provisorisch"
"2026-02-27T05:00+0100","Zch_Schimmelstrasse","Hr","h1","%Hr",89.73,"provisorisch"
"2026-02-27T05:00+0100","Zch_Schimmelstrasse","RainDur","h1","min",0.0,"provisorisch"
"2026-02-27T05:00+0100","Zch_Schimmelstrasse","T","h1","°C",5.74,"provisorisch"
"2026-02-27T05:00+0100","Zch_Schimmelstrasse","WD","h1","°",122.87,"provisorisch"
"2026-02-27T05:00+0100","Zch_Schimmelstrasse","WVs","h1","m/s",0.35,"provisorisch"
"2026-02-27T05:00+0100","Zch_Schimmelstrasse","WVv","h1","m/s",0.29,"provisorisch"
"2026-02-27T05:00+0100","Zch_Schimmelstrasse","p","h1","hPa",975.21,"provisorisch"
"2026-02-27T05:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",82.09,"provisorisch"
"2026-02-27T05:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",0.0,"provisorisch"
"2026-02-27T05:00+0100","Zch_Stampfenbachstrasse","StrGlo","h1","W/m2",0.02,"provisorisch"
"2026-02-27T05:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",6.56,"provisorisch"
"2026-02-27T05:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",232.66,"provisorisch"
"2026-02-27T05:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",0.62,"provisorisch"
"2026-02-27T05:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",0.5,"provisorisch"
"2026-02-27T05:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",972.55,"provisorisch"
"2026-02-27T06:00+0100","Zch_Heubeeribüel","Hr","h1","%Hr",58.42,"provisorisch"
"2026-02-27T06:00+0100","Zch_Heubeeribüel","T","h1","°C",8.71,"provisorisch"
"2026-02-27T06:00+0100","Zch_Heubeeribüel","p","h1","hPa",952.21,"provisorisch"
"2026-02-27T06:00+0100","Zch_Rosengartenstrasse","Hr","h1","%Hr",81.32,"provisorisch"
"2026-02-27T06:00+0100","Zch_Rosengartenstrasse","RainDur","h1","min",0.0,"provisorisch"
"2026-02-27T06:00+0100","Zch_Rosengartenstrasse","T","h1","°C",6.16,"provisorisch"
"2026-02-27T06:00+0100","Zch_Rosengartenstrasse","WD","h1","°",251.51,"provisorisch"
"2026-02-27T06:00+0100","Zch_Rosengartenstrasse","WVs","h1","m/s",0.34,"provisorisch"
"2026-02-27T06:00+0100","Zch_Rosengartenstrasse","WVv","h1","m/s",0.23,"provisorisch"
"2026-02-27T06:00+0100","Zch_Rosengartenstrasse","p","h1","hPa",972.62,"provisorisch"
"2026-02-27T06:00+0100","Zch_Schimmelstrasse","Hr","h1","%Hr",89.54,"provisorisch"
"2026-02-27T06:00+0100","Zch_Schimmelstrasse","RainDur","h1","min",0.0,"provisorisch"
"2026-02-27T06:00+0100","Zch_Schimmelstrasse","T","h1","°C",5.3,"provisorisch"
"2026-02-27T06:00+0100","Zch_Schimmelstrasse","WD","h1","°",133.73,"provisorisch"
"2026-02-27T06:00+0100","Zch_Schimmelstrasse","WVs","h1","m/s",0.37,"provisorisch"
"2026-02-27T06:00+0100","Zch_Schimmelstrasse","WVv","h1","m/s",0.34,"provisorisch"
"2026-02-27T06:00+0100","Zch_Schimmelstrasse","p","h1","hPa",975.15,"provisorisch"
"2026-02-27T06:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",81.66,"provisorisch"
"2026-02-27T06:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",0.0,"provisorisch"
"2026-02-27T06:00+0100","Zch_Stampfenbachstrasse","StrGlo","h1","W/m2",0.01,"provisorisch"
"2026-02-27T06:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",6.3,"provisorisch"
"2026-02-27T06:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",228.07,"provisorisch"
"2026-02-27T06:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",0.68,"provisorisch"
"2026-02-27T06:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",0.61,"provisorisch"
"2026-02-27T06:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",972.5,"provisorisch"
"2026-02-27T07:00+0100","Zch_Heubeeribüel","Hr","h1","%Hr",66.18,"provisorisch"
"2026-02-27T07:00+0100","Zch_Heubeeribüel","T","h1","°C",7.59,"provisorisch"
"2026-02-27T07:00+0100","Zch_Heubeeribüel","p","h1","hPa",952.21,"provisorisch"
"2026-02-27T07:00+0100","Zch_Rosengartenstrasse","Hr","h1","%Hr",84.23,"provisorisch"
"2026-02-27T07:00+0100","Zch_Rosengartenstrasse","RainDur","h1","min",0.0,"provisorisch"
"2026-02-27T07:00+0100","Zch_Rosengartenstrasse","T","h1","°C",5.83,"provisorisch"
"2026-02-27T07:00+0100","Zch_Rosengartenstrasse","WD","h1","°",219.38,"provisorisch"
"2026-02-27T07:00+0100","Zch_Rosengartenstrasse","WVs","h1","m/s",0.32,"provisorisch"
"2026-02-27T07:00+0100","Zch_Rosengartenstrasse","WVv","h1","m/s",0.25,"provisorisch"
"2026-02-27T07:00+0100","Zch_Rosengartenstrasse","p","h1","hPa",972.64,"provisorisch"
"2026-02-27T07:00+0100","Zch_Schimmelstrasse","Hr","h1","%Hr",89.54,"provisorisch"
"2026-02-27T07:00+0100","Zch_Schimmelstrasse","RainDur","h1","min",0.0,"provisorisch"
"2026-02-27T07:00+0100","Zch_Schimmelstrasse","T","h1","°C",5.45,"provisorisch"
"2026-02-27T07:00+0100","Zch_Schimmelstrasse","WD","h1","°",136.32,"provisorisch"
"2026-02-27T07:00+0100","Zch_Schimmelstrasse","WVs","h1","m/s",0.37,"provisorisch"
"2026-02-27T07:00+0100","Zch_Schimmelstrasse","WVv","h1","m/s",0.34,"provisorisch"
"2026-02-27T07:00+0100","Zch_Schimmelstrasse","p","h1","hPa",975.18,"provisorisch"
"2026-02-27T07:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",79.0,"provisorisch"
"2026-02-27T07:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",0.0,"provisorisch"
"2026-02-27T07:00+0100","Zch_Stampfenbachstrasse","StrGlo","h1","W/m2",28.61,"provisorisch"
